study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	library_selection	base_count	experiment_alias	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
PRJEB35943	SAMEA6435174	ERS4201368	ERX3775689	ERR3773812	ERA2330397	381124	Zea mays subsp. mays	PolyA	3393089297	E-MTAB-8628:MN01032_p	E-MTAB-8628:B73_V11_base_MN01032_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/002/ERR3773812/ERR3773812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/002/ERR3773812/ERR3773812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773812/B73_V11_base_MN01032_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773812/B73_V11_base_MN01032_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/002/ERR3773812	E-MTAB-8628:MN01032
PRJEB35943	SAMEA6435177	ERS4201371	ERX3775692	ERR3773815	ERA2330397	381124	Zea mays subsp. mays	PolyA	4111807431	E-MTAB-8628:MN01043_p	E-MTAB-8628:B73_V11_middle_MN01043_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/005/ERR3773815/ERR3773815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/005/ERR3773815/ERR3773815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773815/B73_V11_middle_MN01043_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773815/B73_V11_middle_MN01043_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/005/ERR3773815	E-MTAB-8628:MN01043
PRJEB35943	SAMEA6435178	ERS4201372	ERX3775693	ERR3773816	ERA2330397	381124	Zea mays subsp. mays	PolyA	4117923658	E-MTAB-8628:MN01051_p	E-MTAB-8628:B73_V11_tip_MN01051_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/006/ERR3773816/ERR3773816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/006/ERR3773816/ERR3773816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773816/B73_V11_tip_MN01051_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773816/B73_V11_tip_MN01051_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/006/ERR3773816	E-MTAB-8628:MN01051
PRJEB35943	SAMEA6435180	ERS4201374	ERX3775695	ERR3773818	ERA2330397	381124	Zea mays subsp. mays	PolyA	2944000798	E-MTAB-8628:MN01061_p	E-MTAB-8628:B73_V18_tassel_MN01061_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/008/ERR3773818/ERR3773818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/008/ERR3773818/ERR3773818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773818/B73_V18_tassel_MN01061_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773818/B73_V18_tassel_MN01061_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/008/ERR3773818	E-MTAB-8628:MN01061
PRJEB35943	SAMEA6435181	ERS4201375	ERX3775696	ERR3773819	ERA2330397	381124	Zea mays subsp. mays	PolyA	3841965197	E-MTAB-8628:MN01062_p	E-MTAB-8628:B73_V18_tassel_MN01062_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/009/ERR3773819/ERR3773819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/009/ERR3773819/ERR3773819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773819/B73_V18_tassel_MN01062_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773819/B73_V18_tassel_MN01062_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/009/ERR3773819	E-MTAB-8628:MN01062
PRJEB35943	SAMEA6435184	ERS4201378	ERX3775699	ERR3773822	ERA2330397	381124	Zea mays subsp. mays	PolyA	4431644666	E-MTAB-8628:MN01081_p	E-MTAB-8628:B73_R1_anther_MN01081_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/002/ERR3773822/ERR3773822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/002/ERR3773822/ERR3773822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773822/B73_R1_anther_MN01081_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773822/B73_R1_anther_MN01081_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/002/ERR3773822	E-MTAB-8628:MN01081
PRJEB35943	SAMEA6435186	ERS4201380	ERX3775701	ERR3773824	ERA2330397	381124	Zea mays subsp. mays	PolyA	4260423531	E-MTAB-8628:MN01091_p	E-MTAB-8628:B73_16DAP_endosperm_MN01091_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/004/ERR3773824/ERR3773824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/004/ERR3773824/ERR3773824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773824/B73_16DAP_endosperm_MN01091_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773824/B73_16DAP_endosperm_MN01091_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/004/ERR3773824	E-MTAB-8628:MN01091
PRJEB35943	SAMEA6435175	ERS4201369	ERX3775690	ERR3773813	ERA2330397	381124	Zea mays subsp. mays	PolyA	3321594712	E-MTAB-8628:MN01041_p	E-MTAB-8628:B73_V11_middle_MN01041_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/003/ERR3773813/ERR3773813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/003/ERR3773813/ERR3773813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773813/B73_V11_middle_MN01041_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773813/B73_V11_middle_MN01041_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/003/ERR3773813	E-MTAB-8628:MN01041
PRJEB35943	SAMEA6435182	ERS4201376	ERX3775697	ERR3773820	ERA2330397	381124	Zea mays subsp. mays	PolyA	3015084456	E-MTAB-8628:MN01071_p	E-MTAB-8628:B73_V18_ear_MN01071_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/000/ERR3773820/ERR3773820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/000/ERR3773820/ERR3773820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773820/B73_V18_ear_MN01071_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773820/B73_V18_ear_MN01071_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/000/ERR3773820	E-MTAB-8628:MN01071
PRJEB35943	SAMEA6435183	ERS4201377	ERX3775698	ERR3773821	ERA2330397	381124	Zea mays subsp. mays	PolyA	3440147427	E-MTAB-8628:MN01072_p	E-MTAB-8628:B73_V18_ear_MN01072_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/001/ERR3773821/ERR3773821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/001/ERR3773821/ERR3773821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773821/B73_V18_ear_MN01072_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773821/B73_V18_ear_MN01072_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/001/ERR3773821	E-MTAB-8628:MN01072
PRJEB35943	SAMEA6435189	ERS4201383	ERX3775704	ERR3773827	ERA2330397	381124	Zea mays subsp. mays	PolyA	3859434851	E-MTAB-8628:MN01102_p	E-MTAB-8628:B73_16DAP_embryo_MN01102_R	ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/007/ERR3773827/ERR3773827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR377/007/ERR3773827/ERR3773827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773827/B73_16DAP_embryo_MN01102_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR377/ERR3773827/B73_16DAP_embryo_MN01102_R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR377/007/ERR3773827	E-MTAB-8628:MN01102
